search_keyword,search_location,job_title,company,job_location,skills,job_link,scraped_date
Data Scientist,New York,AI Researcher,Microsoft,"Brooklyn, NY",data visualization,https://www.linkedin.com/jobs/view/simulated-7,2025-05-19
Data Scientist,New York,AI Researcher,Microsoft,"Brooklyn, NY",powerbi,https://www.linkedin.com/jobs/view/simulated-7,2025-05-19
Data Scientist,New York,AI Researcher,Microsoft,"Brooklyn, NY",sql,https://www.linkedin.com/jobs/view/simulated-7,2025-05-19
Data Scientist,New York,Lead Data Scientist,Amazon,"New York, NY",tensorflow,https://www.linkedin.com/jobs/view/simulated-8,2025-05-19
Data Scientist,New York,Lead Data Scientist,Amazon,"New York, NY",deep learning,https://www.linkedin.com/jobs/view/simulated-8,2025-05-19
Data Scientist,New York,Lead Data Scientist,Amazon,"New York, NY",pytorch,https://www.linkedin.com/jobs/view/simulated-8,2025-05-19
Data Scientist,New York,Lead Data Scientist,Amazon,"New York, NY",scikit-learn,https://www.linkedin.com/jobs/view/simulated-8,2025-05-19
Data Scientist,New York,Lead Data Scientist,Amazon,"New York, NY",machine learning,https://www.linkedin.com/jobs/view/simulated-8,2025-05-19
Data Scientist,New York,Lead Data Scientist,Amazon,"New York, NY",sql,https://www.linkedin.com/jobs/view/simulated-8,2025-05-19
Data Scientist,New York,AI Researcher,Airbnb,"New York, NY",python,https://www.linkedin.com/jobs/view/simulated-9,2025-05-19
Data Scientist,New York,AI Researcher,Airbnb,"New York, NY",scikit-learn,https://www.linkedin.com/jobs/view/simulated-9,2025-05-19
Data Scientist,New York,AI Researcher,Airbnb,"New York, NY",powerbi,https://www.linkedin.com/jobs/view/simulated-9,2025-05-19
Data Scientist,New York,AI Researcher,Airbnb,"New York, NY",r,https://www.linkedin.com/jobs/view/simulated-9,2025-05-19
Data Scientist,New York,AI Researcher,Airbnb,"New York, NY",excel,https://www.linkedin.com/jobs/view/simulated-9,2025-05-19
Data Scientist,New York,AI Researcher,Airbnb,"New York, NY",deep learning,https://www.linkedin.com/jobs/view/simulated-9,2025-05-19
Data Scientist,New York,Machine Learning Engineer,AMD,"Manhattan, NY",statistics,https://www.linkedin.com/jobs/view/simulated-10,2025-05-19
Data Scientist,New York,Machine Learning Engineer,AMD,"Manhattan, NY",data visualization,https://www.linkedin.com/jobs/view/simulated-10,2025-05-19
Data Scientist,New York,Machine Learning Engineer,AMD,"Manhattan, NY",tensorflow,https://www.linkedin.com/jobs/view/simulated-10,2025-05-19
Data Scientist,New York,Machine Learning Engineer,AMD,"Manhattan, NY",nlp,https://www.linkedin.com/jobs/view/simulated-10,2025-05-19
Data Scientist,New York,Machine Learning Engineer,AMD,"Manhattan, NY",scikit-learn,https://www.linkedin.com/jobs/view/simulated-10,2025-05-19
Data Scientist,New York,Data Scientist,Netflix,"Brooklyn, NY",powerbi,https://www.linkedin.com/jobs/view/simulated-11,2025-05-19
Data Scientist,New York,Data Scientist,Netflix,"Brooklyn, NY",nlp,https://www.linkedin.com/jobs/view/simulated-11,2025-05-19
Data Scientist,New York,Data Scientist,Netflix,"Brooklyn, NY",excel,https://www.linkedin.com/jobs/view/simulated-11,2025-05-19
Data Scientist,New York,Data Scientist,Netflix,"Brooklyn, NY",numpy,https://www.linkedin.com/jobs/view/simulated-11,2025-05-19
Data Scientist,New York,Data Scientist,Netflix,"Brooklyn, NY",machine learning,https://www.linkedin.com/jobs/view/simulated-11,2025-05-19
Data Scientist,New York,Data Scientist,Netflix,"Brooklyn, NY",tensorflow,https://www.linkedin.com/jobs/view/simulated-11,2025-05-19
Data Scientist,New York,Machine Learning Engineer,LinkedIn,"New York, NY",r,https://www.linkedin.com/jobs/view/simulated-12,2025-05-19
Data Scientist,New York,Machine Learning Engineer,LinkedIn,"New York, NY",numpy,https://www.linkedin.com/jobs/view/simulated-12,2025-05-19
Data Scientist,New York,Machine Learning Engineer,LinkedIn,"New York, NY",sql,https://www.linkedin.com/jobs/view/simulated-12,2025-05-19
Data Scientist,New York,Machine Learning Engineer,LinkedIn,"New York, NY",scikit-learn,https://www.linkedin.com/jobs/view/simulated-12,2025-05-19
Data Scientist,New York,Machine Learning Engineer,LinkedIn,"New York, NY",pandas,https://www.linkedin.com/jobs/view/simulated-12,2025-05-19
Data Scientist,New York,Machine Learning Engineer,LinkedIn,"New York, NY",nlp,https://www.linkedin.com/jobs/view/simulated-12,2025-05-19
Data Scientist,New York,Machine Learning Engineer,LinkedIn,"New York, NY",python,https://www.linkedin.com/jobs/view/simulated-12,2025-05-19
Data Scientist,New York,Data Scientist,Oracle,"Manhattan, NY",numpy,https://www.linkedin.com/jobs/view/simulated-13,2025-05-19
Data Scientist,New York,Data Scientist,Oracle,"Manhattan, NY",tableau,https://www.linkedin.com/jobs/view/simulated-13,2025-05-19
Data Scientist,New York,Data Scientist,Oracle,"Manhattan, NY",machine learning,https://www.linkedin.com/jobs/view/simulated-13,2025-05-19
Data Scientist,New York,Machine Learning Engineer,Salesforce,"Brooklyn, NY",r,https://www.linkedin.com/jobs/view/simulated-14,2025-05-19
Data Scientist,New York,Machine Learning Engineer,Salesforce,"Brooklyn, NY",sql,https://www.linkedin.com/jobs/view/simulated-14,2025-05-19
Data Scientist,New York,Machine Learning Engineer,Salesforce,"Brooklyn, NY",machine learning,https://www.linkedin.com/jobs/view/simulated-14,2025-05-19
Data Scientist,New York,Machine Learning Engineer,Salesforce,"Brooklyn, NY",data visualization,https://www.linkedin.com/jobs/view/simulated-14,2025-05-19
Data Scientist,New York,Machine Learning Engineer,Salesforce,"Brooklyn, NY",pandas,https://www.linkedin.com/jobs/view/simulated-14,2025-05-19
Data Scientist,New York,Machine Learning Engineer,Salesforce,"Brooklyn, NY",scikit-learn,https://www.linkedin.com/jobs/view/simulated-14,2025-05-19
Data Scientist,New York,Senior Data Scientist,Netflix,"New York, NY",nlp,https://www.linkedin.com/jobs/view/simulated-15,2025-05-19
Data Scientist,New York,Senior Data Scientist,Netflix,"New York, NY",numpy,https://www.linkedin.com/jobs/view/simulated-15,2025-05-19
Data Scientist,New York,Senior Data Scientist,Netflix,"New York, NY",pytorch,https://www.linkedin.com/jobs/view/simulated-15,2025-05-19
Data Scientist,New York,Senior Data Scientist,Netflix,"New York, NY",tableau,https://www.linkedin.com/jobs/view/simulated-15,2025-05-19
Data Scientist,New York,Senior Data Scientist,Netflix,"New York, NY",r,https://www.linkedin.com/jobs/view/simulated-15,2025-05-19
Data Scientist,New York,Senior Data Scientist,Netflix,"New York, NY",pandas,https://www.linkedin.com/jobs/view/simulated-15,2025-05-19
Data Scientist,New York,Senior Data Scientist,Netflix,"New York, NY",deep learning,https://www.linkedin.com/jobs/view/simulated-15,2025-05-19
Data Scientist,New York,Data Scientist,NVIDIA,"New York, NY",pandas,https://www.linkedin.com/jobs/view/simulated-16,2025-05-19
Data Scientist,New York,Data Scientist,NVIDIA,"New York, NY",r,https://www.linkedin.com/jobs/view/simulated-16,2025-05-19
Data Scientist,New York,Data Scientist,NVIDIA,"New York, NY",machine learning,https://www.linkedin.com/jobs/view/simulated-16,2025-05-19
Data Scientist,New York,Data Scientist,NVIDIA,"New York, NY",powerbi,https://www.linkedin.com/jobs/view/simulated-16,2025-05-19
Data Scientist,New York,Data Scientist II,Airbnb,"New York, NY",python,https://www.linkedin.com/jobs/view/simulated-17,2025-05-19
Data Scientist,New York,Data Scientist II,Airbnb,"New York, NY",r,https://www.linkedin.com/jobs/view/simulated-17,2025-05-19
Data Scientist,New York,Data Scientist II,Airbnb,"New York, NY",data visualization,https://www.linkedin.com/jobs/view/simulated-17,2025-05-19
Data Scientist,New York,Data Scientist II,Airbnb,"New York, NY",excel,https://www.linkedin.com/jobs/view/simulated-17,2025-05-19
Data Scientist,New York,Data Scientist II,Airbnb,"New York, NY",statistics,https://www.linkedin.com/jobs/view/simulated-17,2025-05-19
Data Scientist,New York,Lead Data Scientist,Google,"Brooklyn, NY",python,https://www.linkedin.com/jobs/view/simulated-18,2025-05-19
Data Scientist,New York,Lead Data Scientist,Google,"Brooklyn, NY",machine learning,https://www.linkedin.com/jobs/view/simulated-18,2025-05-19
Data Scientist,New York,Lead Data Scientist,Google,"Brooklyn, NY",powerbi,https://www.linkedin.com/jobs/view/simulated-18,2025-05-19
Data Scientist,New York,Lead Data Scientist,Google,"Brooklyn, NY",data visualization,https://www.linkedin.com/jobs/view/simulated-18,2025-05-19
Data Scientist,New York,Data Scientist,Apple,"New York, NY",tableau,https://www.linkedin.com/jobs/view/simulated-19,2025-05-19
Data Scientist,New York,Data Scientist,Apple,"New York, NY",powerbi,https://www.linkedin.com/jobs/view/simulated-19,2025-05-19
Data Scientist,New York,Data Scientist,Apple,"New York, NY",statistics,https://www.linkedin.com/jobs/view/simulated-19,2025-05-19
Data Scientist,New York,Data Scientist,Apple,"New York, NY",pytorch,https://www.linkedin.com/jobs/view/simulated-19,2025-05-19
Data Scientist,New York,Data Scientist,Apple,"New York, NY",python,https://www.linkedin.com/jobs/view/simulated-19,2025-05-19
Data Scientist,New York,Data Scientist,Apple,"New York, NY",nlp,https://www.linkedin.com/jobs/view/simulated-19,2025-05-19
Data Scientist,New York,Data Scientist,Amazon,"Brooklyn, NY",pytorch,https://www.linkedin.com/jobs/view/simulated-20,2025-05-19
Data Scientist,New York,Data Scientist,Amazon,"Brooklyn, NY",excel,https://www.linkedin.com/jobs/view/simulated-20,2025-05-19
Data Scientist,New York,Data Scientist,Amazon,"Brooklyn, NY",data visualization,https://www.linkedin.com/jobs/view/simulated-20,2025-05-19
Data Scientist,New York,Machine Learning Engineer,Twitter,"New York, NY",scikit-learn,https://www.linkedin.com/jobs/view/simulated-21,2025-05-19
Data Scientist,New York,Machine Learning Engineer,Twitter,"New York, NY",pandas,https://www.linkedin.com/jobs/view/simulated-21,2025-05-19
Data Scientist,New York,Machine Learning Engineer,Twitter,"New York, NY",excel,https://www.linkedin.com/jobs/view/simulated-21,2025-05-19
Data Scientist,New York,Machine Learning Engineer,Twitter,"New York, NY",statistics,https://www.linkedin.com/jobs/view/simulated-21,2025-05-19
Data Scientist,New York,Machine Learning Engineer,Twitter,"New York, NY",numpy,https://www.linkedin.com/jobs/view/simulated-21,2025-05-19
Data Scientist,New York,Machine Learning Engineer,Twitter,"New York, NY",powerbi,https://www.linkedin.com/jobs/view/simulated-21,2025-05-19
Data Scientist,New York,Data Scientist II,Adobe,"Brooklyn, NY",nlp,https://www.linkedin.com/jobs/view/simulated-22,2025-05-19
Data Scientist,New York,Data Scientist II,Adobe,"Brooklyn, NY",deep learning,https://www.linkedin.com/jobs/view/simulated-22,2025-05-19
Data Scientist,New York,Data Scientist II,Adobe,"Brooklyn, NY",sql,https://www.linkedin.com/jobs/view/simulated-22,2025-05-19
Data Scientist,New York,Data Scientist II,Adobe,"Brooklyn, NY",scikit-learn,https://www.linkedin.com/jobs/view/simulated-22,2025-05-19
Data Scientist,New York,Data Scientist II,Adobe,"Brooklyn, NY",pandas,https://www.linkedin.com/jobs/view/simulated-22,2025-05-19
Data Scientist,New York,Data Scientist II,Adobe,"Brooklyn, NY",machine learning,https://www.linkedin.com/jobs/view/simulated-22,2025-05-19
Data Scientist,New York,Data Scientist II,Adobe,"Brooklyn, NY",excel,https://www.linkedin.com/jobs/view/simulated-22,2025-05-19
Data Scientist,New York,Senior Data Scientist,Spotify,"Manhattan, NY",pandas,https://www.linkedin.com/jobs/view/simulated-23,2025-05-19
Data Scientist,New York,Senior Data Scientist,Spotify,"Manhattan, NY",powerbi,https://www.linkedin.com/jobs/view/simulated-23,2025-05-19
Data Scientist,New York,Senior Data Scientist,Spotify,"Manhattan, NY",machine learning,https://www.linkedin.com/jobs/view/simulated-23,2025-05-19
Data Scientist,New York,Senior Data Scientist,Spotify,"Manhattan, NY",sql,https://www.linkedin.com/jobs/view/simulated-23,2025-05-19
Data Scientist,New York,Senior Data Scientist,Spotify,"Manhattan, NY",excel,https://www.linkedin.com/jobs/view/simulated-23,2025-05-19
Data Scientist,New York,Senior Data Scientist,Spotify,"Manhattan, NY",pytorch,https://www.linkedin.com/jobs/view/simulated-23,2025-05-19
Data Scientist,New York,Senior Data Scientist,Spotify,"Manhattan, NY",numpy,https://www.linkedin.com/jobs/view/simulated-23,2025-05-19
Data Scientist,New York,Lead Data Scientist,Salesforce,"Brooklyn, NY",excel,https://www.linkedin.com/jobs/view/simulated-24,2025-05-19
Data Scientist,New York,Lead Data Scientist,Salesforce,"Brooklyn, NY",python,https://www.linkedin.com/jobs/view/simulated-24,2025-05-19
Data Scientist,New York,Lead Data Scientist,Salesforce,"Brooklyn, NY",sql,https://www.linkedin.com/jobs/view/simulated-24,2025-05-19
Data Scientist,New York,Lead Data Scientist,Salesforce,"Brooklyn, NY",pytorch,https://www.linkedin.com/jobs/view/simulated-24,2025-05-19
Data Scientist,New York,Lead Data Scientist,Salesforce,"Brooklyn, NY",nlp,https://www.linkedin.com/jobs/view/simulated-24,2025-05-19
Data Scientist,New York,Machine Learning Engineer,Oracle,"Brooklyn, NY",deep learning,https://www.linkedin.com/jobs/view/simulated-25,2025-05-19
Data Scientist,New York,Machine Learning Engineer,Oracle,"Brooklyn, NY",python,https://www.linkedin.com/jobs/view/simulated-25,2025-05-19
Data Scientist,New York,Machine Learning Engineer,Oracle,"Brooklyn, NY",pandas,https://www.linkedin.com/jobs/view/simulated-25,2025-05-19
Data Scientist,New York,Machine Learning Engineer,Oracle,"Brooklyn, NY",nlp,https://www.linkedin.com/jobs/view/simulated-25,2025-05-19
Data Scientist,New York,Data Scientist II,Adobe,"New York, NY",powerbi,https://www.linkedin.com/jobs/view/simulated-26,2025-05-19
Data Scientist,New York,Data Scientist II,Adobe,"New York, NY",pytorch,https://www.linkedin.com/jobs/view/simulated-26,2025-05-19
Data Scientist,New York,Data Scientist II,Adobe,"New York, NY",deep learning,https://www.linkedin.com/jobs/view/simulated-26,2025-05-19
Data Scientist,New York,Data Scientist II,Adobe,"New York, NY",nlp,https://www.linkedin.com/jobs/view/simulated-26,2025-05-19
Data Scientist,New York,Data Scientist II,Adobe,"New York, NY",python,https://www.linkedin.com/jobs/view/simulated-26,2025-05-19
Data Scientist,New York,Data Scientist II,Adobe,"New York, NY",numpy,https://www.linkedin.com/jobs/view/simulated-26,2025-05-19
Data Scientist,New York,AI Researcher,Uber,"Brooklyn, NY",pandas,https://www.linkedin.com/jobs/view/simulated-27,2025-05-19
Data Scientist,New York,AI Researcher,Uber,"Brooklyn, NY",powerbi,https://www.linkedin.com/jobs/view/simulated-27,2025-05-19
Data Scientist,New York,AI Researcher,Uber,"Brooklyn, NY",deep learning,https://www.linkedin.com/jobs/view/simulated-27,2025-05-19
Data Scientist,New York,AI Researcher,Uber,"Brooklyn, NY",r,https://www.linkedin.com/jobs/view/simulated-27,2025-05-19
Data Scientist,New York,AI Researcher,Uber,"Brooklyn, NY",tensorflow,https://www.linkedin.com/jobs/view/simulated-27,2025-05-19
Data Scientist,New York,AI Researcher,Uber,"Brooklyn, NY",tableau,https://www.linkedin.com/jobs/view/simulated-27,2025-05-19
Data Scientist,New York,AI Researcher,Google,"Brooklyn, NY",tableau,https://www.linkedin.com/jobs/view/simulated-28,2025-05-19
Data Scientist,New York,AI Researcher,Google,"Brooklyn, NY",tensorflow,https://www.linkedin.com/jobs/view/simulated-28,2025-05-19
Data Scientist,New York,AI Researcher,Google,"Brooklyn, NY",python,https://www.linkedin.com/jobs/view/simulated-28,2025-05-19
Data Scientist,New York,AI Researcher,Google,"Brooklyn, NY",deep learning,https://www.linkedin.com/jobs/view/simulated-28,2025-05-19
Data Scientist,New York,AI Researcher,Google,"Brooklyn, NY",data visualization,https://www.linkedin.com/jobs/view/simulated-28,2025-05-19
Data Scientist,New York,Data Scientist,IBM,"Brooklyn, NY",excel,https://www.linkedin.com/jobs/view/simulated-29,2025-05-19
Data Scientist,New York,Data Scientist,IBM,"Brooklyn, NY",machine learning,https://www.linkedin.com/jobs/view/simulated-29,2025-05-19
Data Scientist,New York,Data Scientist,IBM,"Brooklyn, NY",pandas,https://www.linkedin.com/jobs/view/simulated-29,2025-05-19
Data Scientist,New York,Data Scientist,IBM,"Brooklyn, NY",tensorflow,https://www.linkedin.com/jobs/view/simulated-29,2025-05-19
Data Scientist,New York,Data Scientist,IBM,"Brooklyn, NY",scikit-learn,https://www.linkedin.com/jobs/view/simulated-29,2025-05-19
Data Scientist,New York,Machine Learning Engineer,Dropbox,"Brooklyn, NY",machine learning,https://www.linkedin.com/jobs/view/simulated-30,2025-05-19
Data Scientist,New York,Machine Learning Engineer,Dropbox,"Brooklyn, NY",numpy,https://www.linkedin.com/jobs/view/simulated-30,2025-05-19
Data Scientist,New York,Machine Learning Engineer,Dropbox,"Brooklyn, NY",nlp,https://www.linkedin.com/jobs/view/simulated-30,2025-05-19
Data Scientist,New York,Machine Learning Engineer,Dropbox,"Brooklyn, NY",deep learning,https://www.linkedin.com/jobs/view/simulated-30,2025-05-19
Data Scientist,New York,Machine Learning Engineer,Dropbox,"Brooklyn, NY",tableau,https://www.linkedin.com/jobs/view/simulated-30,2025-05-19
Data Scientist,New York,AI Researcher,Meta,"Manhattan, NY",scikit-learn,https://www.linkedin.com/jobs/view/simulated-31,2025-05-19
Data Scientist,New York,AI Researcher,Meta,"Manhattan, NY",deep learning,https://www.linkedin.com/jobs/view/simulated-31,2025-05-19
Data Scientist,New York,AI Researcher,Meta,"Manhattan, NY",python,https://www.linkedin.com/jobs/view/simulated-31,2025-05-19
Data Scientist,New York,Lead Data Scientist,Netflix,"Brooklyn, NY",powerbi,https://www.linkedin.com/jobs/view/simulated-32,2025-05-19
Data Scientist,New York,Lead Data Scientist,Netflix,"Brooklyn, NY",python,https://www.linkedin.com/jobs/view/simulated-32,2025-05-19
Data Scientist,New York,Lead Data Scientist,Netflix,"Brooklyn, NY",scikit-learn,https://www.linkedin.com/jobs/view/simulated-32,2025-05-19
Data Scientist,New York,Data Scientist,LinkedIn,"Manhattan, NY",tableau,https://www.linkedin.com/jobs/view/simulated-33,2025-05-19
Data Scientist,New York,Data Scientist,LinkedIn,"Manhattan, NY",nlp,https://www.linkedin.com/jobs/view/simulated-33,2025-05-19
Data Scientist,New York,Data Scientist,LinkedIn,"Manhattan, NY",statistics,https://www.linkedin.com/jobs/view/simulated-33,2025-05-19
Data Scientist,New York,Data Scientist,Adobe,"Manhattan, NY",pandas,https://www.linkedin.com/jobs/view/simulated-34,2025-05-19
Data Scientist,New York,Data Scientist,Adobe,"Manhattan, NY",machine learning,https://www.linkedin.com/jobs/view/simulated-34,2025-05-19
Data Scientist,New York,Data Scientist,Adobe,"Manhattan, NY",python,https://www.linkedin.com/jobs/view/simulated-34,2025-05-19
Data Scientist,New York,Data Scientist,Adobe,"Manhattan, NY",scikit-learn,https://www.linkedin.com/jobs/view/simulated-34,2025-05-19
Data Scientist,New York,Data Scientist,Adobe,"Manhattan, NY",sql,https://www.linkedin.com/jobs/view/simulated-34,2025-05-19
Data Scientist,New York,Data Scientist,Adobe,"Manhattan, NY",pytorch,https://www.linkedin.com/jobs/view/simulated-34,2025-05-19
Data Scientist,New York,Senior Data Scientist,Salesforce,"Brooklyn, NY",tableau,https://www.linkedin.com/jobs/view/simulated-35,2025-05-19
Data Scientist,New York,Senior Data Scientist,Salesforce,"Brooklyn, NY",scikit-learn,https://www.linkedin.com/jobs/view/simulated-35,2025-05-19
Data Scientist,New York,Senior Data Scientist,Salesforce,"Brooklyn, NY",deep learning,https://www.linkedin.com/jobs/view/simulated-35,2025-05-19
Data Scientist,New York,AI Researcher,Meta,"Manhattan, NY",statistics,https://www.linkedin.com/jobs/view/simulated-36,2025-05-19
Data Scientist,New York,AI Researcher,Meta,"Manhattan, NY",scikit-learn,https://www.linkedin.com/jobs/view/simulated-36,2025-05-19
Data Scientist,New York,AI Researcher,Meta,"Manhattan, NY",excel,https://www.linkedin.com/jobs/view/simulated-36,2025-05-19
Data Scientist,New York,AI Researcher,Intel,"Manhattan, NY",powerbi,https://www.linkedin.com/jobs/view/simulated-37,2025-05-19
Data Scientist,New York,AI Researcher,Intel,"Manhattan, NY",tensorflow,https://www.linkedin.com/jobs/view/simulated-37,2025-05-19
Data Scientist,New York,AI Researcher,Intel,"Manhattan, NY",deep learning,https://www.linkedin.com/jobs/view/simulated-37,2025-05-19
Data Scientist,New York,AI Researcher,Intel,"Manhattan, NY",sql,https://www.linkedin.com/jobs/view/simulated-37,2025-05-19
Data Scientist,New York,AI Researcher,Intel,"Manhattan, NY",python,https://www.linkedin.com/jobs/view/simulated-37,2025-05-19
Data Scientist,New York,AI Researcher,Intel,"Manhattan, NY",excel,https://www.linkedin.com/jobs/view/simulated-37,2025-05-19
Data Scientist,New York,AI Researcher,Intel,"Manhattan, NY",pytorch,https://www.linkedin.com/jobs/view/simulated-37,2025-05-19
Data Scientist,New York,Machine Learning Engineer,Apple,"Manhattan, NY",statistics,https://www.linkedin.com/jobs/view/simulated-38,2025-05-19
Data Scientist,New York,Machine Learning Engineer,Apple,"Manhattan, NY",r,https://www.linkedin.com/jobs/view/simulated-38,2025-05-19
Data Scientist,New York,Machine Learning Engineer,Apple,"Manhattan, NY",scikit-learn,https://www.linkedin.com/jobs/view/simulated-38,2025-05-19
Data Scientist,New York,Machine Learning Engineer,Apple,"Manhattan, NY",numpy,https://www.linkedin.com/jobs/view/simulated-38,2025-05-19
Data Scientist,New York,Machine Learning Engineer,Apple,"Manhattan, NY",pandas,https://www.linkedin.com/jobs/view/simulated-38,2025-05-19
Data Scientist,New York,Senior Data Scientist,Adobe,"New York, NY",data visualization,https://www.linkedin.com/jobs/view/simulated-39,2025-05-19
Data Scientist,New York,Senior Data Scientist,Adobe,"New York, NY",deep learning,https://www.linkedin.com/jobs/view/simulated-39,2025-05-19
Data Scientist,New York,Senior Data Scientist,Adobe,"New York, NY",nlp,https://www.linkedin.com/jobs/view/simulated-39,2025-05-19
Data Scientist,New York,Senior Data Scientist,Adobe,"New York, NY",tableau,https://www.linkedin.com/jobs/view/simulated-39,2025-05-19
Data Scientist,New York,Senior Data Scientist,Adobe,"New York, NY",python,https://www.linkedin.com/jobs/view/simulated-39,2025-05-19
Data Scientist,New York,AI Researcher,Intel,"Manhattan, NY",numpy,https://www.linkedin.com/jobs/view/simulated-40,2025-05-19
Data Scientist,New York,AI Researcher,Intel,"Manhattan, NY",excel,https://www.linkedin.com/jobs/view/simulated-40,2025-05-19
Data Scientist,New York,AI Researcher,Intel,"Manhattan, NY",pandas,https://www.linkedin.com/jobs/view/simulated-40,2025-05-19
Data Scientist,New York,AI Researcher,Intel,"Manhattan, NY",scikit-learn,https://www.linkedin.com/jobs/view/simulated-40,2025-05-19
