search_keyword,search_location,job_title,company,job_location,skills,job_link,scraped_date
Data Scientist,New York,Data Scientist,Oracle,"Manhattan, NY","['numpy', 'tableau', 'machine learning']",https://www.linkedin.com/jobs/view/simulated-13,2025-05-19
Data Scientist,New York,Machine Learning Engineer,Salesforce,"Brooklyn, NY","['r', 'sql', 'machine learning', 'data visualization', 'pandas', 'scikit-learn']",https://www.linkedin.com/jobs/view/simulated-14,2025-05-19
Data Scientist,New York,Senior Data Scientist,Netflix,"New York, NY","['nlp', 'numpy', 'pytorch', 'tableau', 'r', 'pandas', 'deep learning']",https://www.linkedin.com/jobs/view/simulated-15,2025-05-19
Data Scientist,New York,Data Scientist,NVIDIA,"New York, NY","['pandas', 'r', 'machine learning', 'powerbi']",https://www.linkedin.com/jobs/view/simulated-16,2025-05-19
Data Scientist,New York,Data Scientist II,Airbnb,"New York, NY","['python', 'r', 'data visualization', 'excel', 'statistics']",https://www.linkedin.com/jobs/view/simulated-17,2025-05-19
Data Scientist,New York,Lead Data Scientist,Google,"Brooklyn, NY","['python', 'machine learning', 'powerbi', 'data visualization']",https://www.linkedin.com/jobs/view/simulated-18,2025-05-19
Data Scientist,New York,Data Scientist,Apple,"New York, NY","['tableau', 'powerbi', 'statistics', 'pytorch', 'python', 'nlp']",https://www.linkedin.com/jobs/view/simulated-19,2025-05-19
Data Scientist,New York,Data Scientist,Amazon,"Brooklyn, NY","['pytorch', 'excel', 'data visualization']",https://www.linkedin.com/jobs/view/simulated-20,2025-05-19
Data Scientist,New York,Machine Learning Engineer,Twitter,"New York, NY","['scikit-learn', 'pandas', 'excel', 'statistics', 'numpy', 'powerbi']",https://www.linkedin.com/jobs/view/simulated-21,2025-05-19
Data Scientist,New York,Data Scientist II,Adobe,"Brooklyn, NY","['nlp', 'deep learning', 'sql', 'scikit-learn', 'pandas', 'machine learning', 'excel']",https://www.linkedin.com/jobs/view/simulated-22,2025-05-19
Data Scientist,New York,Senior Data Scientist,Spotify,"Manhattan, NY","['pandas', 'powerbi', 'machine learning', 'sql', 'excel', 'pytorch', 'numpy']",https://www.linkedin.com/jobs/view/simulated-23,2025-05-19
Data Scientist,New York,Lead Data Scientist,Salesforce,"Brooklyn, NY","['excel', 'python', 'sql', 'pytorch', 'nlp']",https://www.linkedin.com/jobs/view/simulated-24,2025-05-19
Data Scientist,New York,Machine Learning Engineer,Oracle,"Brooklyn, NY","['deep learning', 'python', 'pandas', 'nlp']",https://www.linkedin.com/jobs/view/simulated-25,2025-05-19
Data Scientist,New York,Data Scientist II,Adobe,"New York, NY","['powerbi', 'pytorch', 'deep learning', 'nlp', 'python', 'numpy']",https://www.linkedin.com/jobs/view/simulated-26,2025-05-19
Data Scientist,New York,AI Researcher,Uber,"Brooklyn, NY","['pandas', 'powerbi', 'deep learning', 'r', 'tensorflow', 'tableau']",https://www.linkedin.com/jobs/view/simulated-27,2025-05-19
Data Scientist,New York,AI Researcher,Google,"Brooklyn, NY","['tableau', 'tensorflow', 'python', 'deep learning', 'data visualization']",https://www.linkedin.com/jobs/view/simulated-28,2025-05-19
Data Scientist,New York,Data Scientist,IBM,"Brooklyn, NY","['excel', 'machine learning', 'pandas', 'tensorflow', 'scikit-learn']",https://www.linkedin.com/jobs/view/simulated-29,2025-05-19
Data Scientist,New York,Machine Learning Engineer,Dropbox,"Brooklyn, NY","['machine learning', 'numpy', 'nlp', 'deep learning', 'tableau']",https://www.linkedin.com/jobs/view/simulated-30,2025-05-19
Data Scientist,New York,AI Researcher,Meta,"Manhattan, NY","['scikit-learn', 'deep learning', 'python']",https://www.linkedin.com/jobs/view/simulated-31,2025-05-19
Data Scientist,New York,Lead Data Scientist,Netflix,"Brooklyn, NY","['powerbi', 'python', 'scikit-learn']",https://www.linkedin.com/jobs/view/simulated-32,2025-05-19
Data Scientist,New York,Data Scientist,LinkedIn,"Manhattan, NY","['tableau', 'nlp', 'statistics']",https://www.linkedin.com/jobs/view/simulated-33,2025-05-19
Data Scientist,New York,Data Scientist,Adobe,"Manhattan, NY","['pandas', 'machine learning', 'python', 'scikit-learn', 'sql', 'pytorch']",https://www.linkedin.com/jobs/view/simulated-34,2025-05-19
Data Scientist,New York,Senior Data Scientist,Salesforce,"Brooklyn, NY","['tableau', 'scikit-learn', 'deep learning']",https://www.linkedin.com/jobs/view/simulated-35,2025-05-19
Data Scientist,New York,AI Researcher,Meta,"Manhattan, NY","['statistics', 'scikit-learn', 'excel']",https://www.linkedin.com/jobs/view/simulated-36,2025-05-19
Data Scientist,New York,AI Researcher,Intel,"Manhattan, NY","['powerbi', 'tensorflow', 'deep learning', 'sql', 'python', 'excel', 'pytorch']",https://www.linkedin.com/jobs/view/simulated-37,2025-05-19
Data Scientist,New York,Machine Learning Engineer,Apple,"Manhattan, NY","['statistics', 'r', 'scikit-learn', 'numpy', 'pandas']",https://www.linkedin.com/jobs/view/simulated-38,2025-05-19
Data Scientist,New York,Senior Data Scientist,Adobe,"New York, NY","['data visualization', 'deep learning', 'nlp', 'tableau', 'python']",https://www.linkedin.com/jobs/view/simulated-39,2025-05-19
Data Scientist,New York,AI Researcher,Intel,"Manhattan, NY","['numpy', 'excel', 'pandas', 'scikit-learn']",https://www.linkedin.com/jobs/view/simulated-40,2025-05-19
Data Scientist,New York,Data Scientist,Oracle,"Brooklyn, NY","['data visualization', 'pytorch', 'python', 'machine learning', 'numpy']",https://www.linkedin.com/jobs/view/simulated-41,2025-05-19
Data Scientist,New York,AI Researcher,AMD,"Brooklyn, NY","['data visualization', 'pytorch', 'numpy', 'excel']",https://www.linkedin.com/jobs/view/simulated-42,2025-05-19
Data Scientist,New York,Machine Learning Engineer,Dropbox,"Manhattan, NY","['tensorflow', 'powerbi', 'numpy', 'pytorch', 'r', 'statistics', 'deep learning']",https://www.linkedin.com/jobs/view/simulated-43,2025-05-19
Data Scientist,New York,Senior Data Scientist,Salesforce,"Manhattan, NY","['excel', 'pandas', 'r', 'nlp']",https://www.linkedin.com/jobs/view/simulated-44,2025-05-19
Data Scientist,New York,Senior Data Scientist,Salesforce,"New York, NY","['numpy', 'tensorflow', 'statistics']",https://www.linkedin.com/jobs/view/simulated-45,2025-05-19
Data Scientist,New York,Machine Learning Engineer,Salesforce,"Brooklyn, NY","['scikit-learn', 'deep learning', 'data visualization', 'python', 'nlp', 'statistics', 'sql']",https://www.linkedin.com/jobs/view/simulated-46,2025-05-19
Data Scientist,New York,Data Scientist,IBM,"Manhattan, NY","['scikit-learn', 'nlp', 'python', 'r', 'powerbi', 'sql']",https://www.linkedin.com/jobs/view/simulated-47,2025-05-19
Data Scientist,New York,Lead Data Scientist,NVIDIA,"New York, NY","['machine learning', 'tableau', 'excel', 'pytorch']",https://www.linkedin.com/jobs/view/simulated-48,2025-05-19
Data Scientist,New York,Data Scientist,Amazon,"Manhattan, NY","['r', 'tableau', 'numpy', 'tensorflow', 'deep learning', 'machine learning', 'python']",https://www.linkedin.com/jobs/view/simulated-49,2025-05-19
Data Scientist,New York,Lead Data Scientist,Uber,"Manhattan, NY","['pandas', 'powerbi', 'deep learning', 'pytorch', 'tensorflow']",https://www.linkedin.com/jobs/view/simulated-50,2025-05-19
Data Scientist,New York,Data Scientist II,Salesforce,"Manhattan, NY","['scikit-learn', 'numpy', 'statistics', 'pandas', 'deep learning']",https://www.linkedin.com/jobs/view/simulated-51,2025-05-19
Data Scientist,New York,Data Scientist II,Intel,"Manhattan, NY","['numpy', 'machine learning', 'powerbi', 'excel', 'tensorflow', 'nlp']",https://www.linkedin.com/jobs/view/simulated-52,2025-05-19
Data Scientist,New York,Lead Data Scientist,Uber,"New York, NY","['pytorch', 'deep learning', 'numpy', 'nlp', 'scikit-learn']",https://www.linkedin.com/jobs/view/simulated-53,2025-05-19
Data Scientist,New York,Data Scientist II,Salesforce,"New York, NY","['powerbi', 'pytorch', 'data visualization', 'tableau', 'tensorflow', 'sql', 'nlp']",https://www.linkedin.com/jobs/view/simulated-54,2025-05-19
Data Scientist,New York,AI Researcher,Netflix,"Manhattan, NY","['sql', 'data visualization', 'machine learning', 'powerbi', 'excel', 'scikit-learn']",https://www.linkedin.com/jobs/view/simulated-55,2025-05-19
Data Scientist,New York,Data Scientist II,Salesforce,"New York, NY","['numpy', 'python', 'r', 'powerbi', 'statistics', 'tensorflow']",https://www.linkedin.com/jobs/view/simulated-56,2025-05-19
Data Scientist,New York,Data Scientist,Google,"New York, NY","['pytorch', 'data visualization', 'numpy', 'powerbi']",https://www.linkedin.com/jobs/view/simulated-57,2025-05-19
Data Scientist,New York,Lead Data Scientist,Microsoft,"Brooklyn, NY","['pytorch', 'statistics', 'nlp', 'powerbi', 'scikit-learn']",https://www.linkedin.com/jobs/view/simulated-58,2025-05-19
Data Scientist,New York,Lead Data Scientist,Intel,"Brooklyn, NY","['pytorch', 'pandas', 'sql']",https://www.linkedin.com/jobs/view/simulated-59,2025-05-19
Data Scientist,New York,Senior Data Scientist,AMD,"Manhattan, NY","['sql', 'machine learning', 'numpy', 'r']",https://www.linkedin.com/jobs/view/simulated-60,2025-05-19
Data Scientist,New York,Senior Data Scientist,Apple,"New York, NY","['r', 'sql', 'machine learning', 'tensorflow', 'statistics', 'deep learning', 'nlp']",https://www.linkedin.com/jobs/view/simulated-61,2025-05-19
Data Scientist,New York,Lead Data Scientist,Meta,"Manhattan, NY","['scikit-learn', 'pytorch', 'statistics', 'machine learning', 'pandas']",https://www.linkedin.com/jobs/view/simulated-62,2025-05-19
Data Scientist,New York,AI Researcher,Uber,"Manhattan, NY","['pandas', 'scikit-learn', 'nlp', 'deep learning', 'data visualization', 'r']",https://www.linkedin.com/jobs/view/simulated-63,2025-05-19
Data Scientist,New York,Senior Data Scientist,Apple,"Manhattan, NY","['statistics', 'data visualization', 'scikit-learn', 'deep learning', 'tensorflow', 'sql']",https://www.linkedin.com/jobs/view/simulated-64,2025-05-19
Data Scientist,New York,Data Scientist,Airbnb,"New York, NY","['powerbi', 'python', 'machine learning', 'tensorflow', 'excel', 'pytorch', 'data visualization']",https://www.linkedin.com/jobs/view/simulated-65,2025-05-19
Data Scientist,New York,Data Scientist,Google,"Brooklyn, NY","['sql', 'nlp', 'machine learning', 'numpy', 'statistics', 'r']",https://www.linkedin.com/jobs/view/simulated-66,2025-05-19
Data Scientist,New York,Data Scientist,NVIDIA,"Manhattan, NY","['powerbi', 'numpy', 'statistics', 'tensorflow']",https://www.linkedin.com/jobs/view/simulated-67,2025-05-19
Data Scientist,New York,Data Scientist,Microsoft,"Manhattan, NY","['tensorflow', 'numpy', 'nlp', 'python', 'scikit-learn']",https://www.linkedin.com/jobs/view/simulated-68,2025-05-19
Data Scientist,San Francisco,Data Scientist II,Spotify,"San Francisco, CA","['nlp', 'deep learning', 'pandas']",https://www.linkedin.com/jobs/view/simulated-0,2025-05-19
Data Scientist,San Francisco,Data Scientist II,Twitter,"Palo Alto, CA","['powerbi', 'deep learning', 'machine learning']",https://www.linkedin.com/jobs/view/simulated-1,2025-05-19
Data Scientist,San Francisco,Senior Data Scientist,AMD,"Palo Alto, CA","['pandas', 'statistics', 'python', 'sql']",https://www.linkedin.com/jobs/view/simulated-2,2025-05-19
Data Scientist,San Francisco,Data Scientist,Intel,"San Francisco, CA","['python', 'nlp', 'pytorch', 'tableau', 'pandas', 'excel']",https://www.linkedin.com/jobs/view/simulated-3,2025-05-19
Data Scientist,San Francisco,AI Researcher,Microsoft,"Menlo Park, CA","['scikit-learn', 'tableau', 'statistics', 'excel', 'deep learning', 'powerbi', 'data visualization']",https://www.linkedin.com/jobs/view/simulated-4,2025-05-19
Data Scientist,San Francisco,AI Researcher,Amazon,"San Francisco, CA","['deep learning', 'python', 'pandas', 'statistics', 'sql']",https://www.linkedin.com/jobs/view/simulated-5,2025-05-19
Data Scientist,San Francisco,Data Scientist,Netflix,"Mountain View, CA","['deep learning', 'tensorflow', 'python', 'machine learning', 'numpy']",https://www.linkedin.com/jobs/view/simulated-6,2025-05-19
Data Scientist,San Francisco,Data Scientist II,Microsoft,"San Francisco, CA","['tableau', 'deep learning', 'data visualization', 'tensorflow']",https://www.linkedin.com/jobs/view/simulated-7,2025-05-19
Data Scientist,San Francisco,AI Researcher,LinkedIn,"Mountain View, CA","['excel', 'deep learning', 'data visualization', 'nlp', 'python', 'pandas', 'powerbi']",https://www.linkedin.com/jobs/view/simulated-8,2025-05-19
Data Scientist,San Francisco,AI Researcher,Twitter,"Mountain View, CA","['machine learning', 'excel', 'tensorflow', 'pytorch', 'pandas', 'scikit-learn', 'powerbi']",https://www.linkedin.com/jobs/view/simulated-9,2025-05-19
Data Scientist,San Francisco,Data Scientist,Google,"Palo Alto, CA","['sql', 'tableau', 'powerbi', 'nlp', 'pytorch']",https://www.linkedin.com/jobs/view/simulated-10,2025-05-19
Data Scientist,San Francisco,Data Scientist,Dropbox,"Menlo Park, CA","['python', 'deep learning', 'scikit-learn', 'nlp']",https://www.linkedin.com/jobs/view/simulated-11,2025-05-19
Data Scientist,San Francisco,Machine Learning Engineer,Meta,"Palo Alto, CA","['tensorflow', 'python', 'numpy', 'sql', 'excel']",https://www.linkedin.com/jobs/view/simulated-12,2025-05-19
Data Scientist,San Francisco,AI Researcher,Dropbox,"Mountain View, CA","['nlp', 'tableau', 'sql', 'excel']",https://www.linkedin.com/jobs/view/simulated-13,2025-05-19
Data Scientist,San Francisco,Data Scientist,Oracle,"San Francisco, CA","['pandas', 'nlp', 'machine learning', 'powerbi', 'numpy', 'deep learning', 'tableau']",https://www.linkedin.com/jobs/view/simulated-14,2025-05-19
Data Scientist,San Francisco,Data Scientist II,Microsoft,"Palo Alto, CA","['powerbi', 'scikit-learn', 'nlp', 'r', 'excel', 'numpy']",https://www.linkedin.com/jobs/view/simulated-15,2025-05-19
Data Scientist,San Francisco,Senior Data Scientist,Apple,"Mountain View, CA","['data visualization', 'deep learning', 'tableau', 'statistics', 'powerbi', 'python']",https://www.linkedin.com/jobs/view/simulated-16,2025-05-19
Data Scientist,San Francisco,Machine Learning Engineer,Twitter,"Menlo Park, CA","['excel', 'machine learning', 'sql', 'pytorch', 'tableau', 'deep learning']",https://www.linkedin.com/jobs/view/simulated-17,2025-05-19
Data Scientist,San Francisco,Lead Data Scientist,LinkedIn,"Palo Alto, CA","['excel', 'python', 'pandas']",https://www.linkedin.com/jobs/view/simulated-18,2025-05-19
Data Scientist,San Francisco,Data Scientist,Dropbox,"San Francisco, CA","['scikit-learn', 'pandas', 'machine learning', 'excel', 'deep learning', 'numpy']",https://www.linkedin.com/jobs/view/simulated-19,2025-05-19
Data Scientist,San Francisco,Machine Learning Engineer,AMD,"San Francisco, CA","['pytorch', 'numpy', 'deep learning', 'tensorflow']",https://www.linkedin.com/jobs/view/simulated-20,2025-05-19
Data Scientist,San Francisco,Machine Learning Engineer,Apple,"Palo Alto, CA","['numpy', 'python', 'sql', 'pandas', 'data visualization', 'tensorflow']",https://www.linkedin.com/jobs/view/simulated-21,2025-05-19
Data Scientist,San Francisco,Data Scientist,Netflix,"Mountain View, CA","['scikit-learn', 'numpy', 'tensorflow', 'nlp', 'data visualization', 'machine learning']",https://www.linkedin.com/jobs/view/simulated-22,2025-05-19
Data Scientist,San Francisco,Data Scientist,Meta,"Menlo Park, CA","['sql', 'r', 'nlp', 'statistics', 'pandas', 'data visualization']",https://www.linkedin.com/jobs/view/simulated-23,2025-05-19
Data Scientist,San Francisco,Lead Data Scientist,AMD,"Menlo Park, CA","['powerbi', 'python', 'statistics', 'data visualization', 'numpy', 'machine learning', 'pytorch']",https://www.linkedin.com/jobs/view/simulated-24,2025-05-19
Data Scientist,San Francisco,Data Scientist,Oracle,"Menlo Park, CA","['r', 'tensorflow', 'powerbi']",https://www.linkedin.com/jobs/view/simulated-25,2025-05-19
Data Scientist,San Francisco,AI Researcher,Google,"Menlo Park, CA","['numpy', 'deep learning', 'powerbi', 'nlp', 'tensorflow', 'pytorch', 'data visualization']",https://www.linkedin.com/jobs/view/simulated-26,2025-05-19
Data Scientist,San Francisco,AI Researcher,Adobe,"San Francisco, CA","['tableau', 'r', 'machine learning', 'powerbi', 'deep learning', 'numpy']",https://www.linkedin.com/jobs/view/simulated-27,2025-05-19
Data Scientist,San Francisco,Lead Data Scientist,Salesforce,"San Francisco, CA","['python', 'tensorflow', 'tableau', 'scikit-learn']",https://www.linkedin.com/jobs/view/simulated-28,2025-05-19
Data Scientist,San Francisco,Data Scientist,Netflix,"Menlo Park, CA","['deep learning', 'pandas', 'python', 'tableau']",https://www.linkedin.com/jobs/view/simulated-29,2025-05-19
Data Scientist,San Francisco,Data Scientist II,Salesforce,"San Francisco, CA","['nlp', 'machine learning', 'data visualization', 'numpy']",https://www.linkedin.com/jobs/view/simulated-30,2025-05-19
Data Scientist,San Francisco,Machine Learning Engineer,Dropbox,"Palo Alto, CA","['nlp', 'data visualization', 'statistics', 'sql', 'r', 'deep learning', 'scikit-learn']",https://www.linkedin.com/jobs/view/simulated-31,2025-05-19
Data Scientist,San Francisco,Data Scientist,Uber,"San Francisco, CA","['machine learning', 'deep learning', 'python']",https://www.linkedin.com/jobs/view/simulated-32,2025-05-19
Data Scientist,San Francisco,Lead Data Scientist,Intel,"Palo Alto, CA","['scikit-learn', 'powerbi', 'statistics', 'pytorch', 'data visualization']",https://www.linkedin.com/jobs/view/simulated-33,2025-05-19
Data Scientist,San Francisco,Lead Data Scientist,Meta,"Mountain View, CA","['tableau', 'python', 'scikit-learn', 'numpy', 'nlp', 'statistics', 'pandas']",https://www.linkedin.com/jobs/view/simulated-34,2025-05-19
Data Scientist,San Francisco,Data Scientist II,Salesforce,"Palo Alto, CA","['numpy', 'pytorch', 'tableau']",https://www.linkedin.com/jobs/view/simulated-35,2025-05-19
Data Scientist,San Francisco,Data Scientist,Twitter,"Menlo Park, CA","['sql', 'statistics', 'numpy', 'pytorch', 'nlp']",https://www.linkedin.com/jobs/view/simulated-36,2025-05-19
Data Scientist,San Francisco,AI Researcher,Meta,"Menlo Park, CA","['tableau', 'statistics', 'machine learning', 'data visualization', 'python']",https://www.linkedin.com/jobs/view/simulated-37,2025-05-19
Data Scientist,San Francisco,Data Scientist,Salesforce,"Palo Alto, CA","['pandas', 'statistics', 'machine learning', 'scikit-learn']",https://www.linkedin.com/jobs/view/simulated-38,2025-05-19
Data Scientist,San Francisco,Data Scientist II,Uber,"Mountain View, CA","['tensorflow', 'scikit-learn', 'python', 'sql', 'pytorch']",https://www.linkedin.com/jobs/view/simulated-39,2025-05-19
Data Scientist,San Francisco,Machine Learning Engineer,AMD,"Palo Alto, CA","['sql', 'nlp', 'powerbi', 'deep learning', 'tableau', 'statistics', 'pandas']",https://www.linkedin.com/jobs/view/simulated-40,2025-05-19
Data Scientist,San Francisco,Senior Data Scientist,IBM,"Mountain View, CA","['powerbi', 'machine learning', 'numpy', 'statistics']",https://www.linkedin.com/jobs/view/simulated-41,2025-05-19
Data Scientist,Seattle,Data Scientist,Intel,"Seattle, WA","['python', 'numpy', 'tensorflow', 'pandas', 'excel']",https://www.linkedin.com/jobs/view/simulated-0,2025-05-19
Data Scientist,Seattle,Data Scientist II,Salesforce,"Bellevue, WA","['excel', 'machine learning', 'sql', 'pytorch', 'deep learning', 'nlp', 'powerbi']",https://www.linkedin.com/jobs/view/simulated-1,2025-05-19
Data Scientist,Seattle,Data Scientist,Twitter,"Redmond, WA","['nlp', 'excel', 'r']",https://www.linkedin.com/jobs/view/simulated-2,2025-05-19
Data Scientist,Seattle,Data Scientist II,Adobe,"Seattle, WA","['nlp', 'pandas', 'pytorch', 'scikit-learn', 'python']",https://www.linkedin.com/jobs/view/simulated-3,2025-05-19
Data Scientist,Seattle,Lead Data Scientist,Microsoft,"Bellevue, WA","['tableau', 'sql', 'python', 'powerbi', 'scikit-learn']",https://www.linkedin.com/jobs/view/simulated-4,2025-05-19
Data Scientist,Seattle,Data Scientist II,Meta,"Redmond, WA","['pandas', 'python', 'sql', 'machine learning', 'nlp', 'pytorch']",https://www.linkedin.com/jobs/view/simulated-5,2025-05-19
Data Scientist,Seattle,Lead Data Scientist,Google,"Seattle, WA","['statistics', 'data visualization', 'sql', 'excel', 'powerbi']",https://www.linkedin.com/jobs/view/simulated-6,2025-05-19
Data Scientist,Seattle,Lead Data Scientist,Netflix,"Bellevue, WA","['r', 'sql', 'deep learning']",https://www.linkedin.com/jobs/view/simulated-7,2025-05-19
Data Scientist,Seattle,AI Researcher,Netflix,"Bellevue, WA","['r', 'nlp', 'pandas', 'statistics', 'powerbi']",https://www.linkedin.com/jobs/view/simulated-8,2025-05-19
Data Scientist,Seattle,AI Researcher,Microsoft,"Seattle, WA","['deep learning', 'tableau', 'data visualization', 'machine learning']",https://www.linkedin.com/jobs/view/simulated-9,2025-05-19
Data Scientist,Seattle,Lead Data Scientist,Intel,"Redmond, WA","['numpy', 'statistics', 'deep learning', 'pytorch', 'pandas', 'machine learning']",https://www.linkedin.com/jobs/view/simulated-10,2025-05-19
Data Scientist,Seattle,Lead Data Scientist,Intel,"Redmond, WA","['pytorch', 'pandas', 'powerbi', 'sql', 'data visualization']",https://www.linkedin.com/jobs/view/simulated-11,2025-05-19
Data Scientist,Seattle,Senior Data Scientist,Netflix,"Bellevue, WA","['powerbi', 'tensorflow', 'deep learning', 'r']",https://www.linkedin.com/jobs/view/simulated-12,2025-05-19
Data Scientist,Seattle,Data Scientist II,Airbnb,"Redmond, WA","['r', 'tensorflow', 'statistics', 'data visualization']",https://www.linkedin.com/jobs/view/simulated-13,2025-05-19
Data Scientist,Seattle,Machine Learning Engineer,AMD,"Seattle, WA","['scikit-learn', 'pytorch', 'nlp', 'sql', 'data visualization']",https://www.linkedin.com/jobs/view/simulated-14,2025-05-19
Data Scientist,Seattle,Machine Learning Engineer,IBM,"Redmond, WA","['tableau', 'machine learning', 'data visualization', 'deep learning']",https://www.linkedin.com/jobs/view/simulated-15,2025-05-19
Data Scientist,Seattle,Lead Data Scientist,Netflix,"Redmond, WA","['nlp', 'excel', 'tableau', 'machine learning', 'data visualization']",https://www.linkedin.com/jobs/view/simulated-16,2025-05-19
Data Scientist,Seattle,AI Researcher,Spotify,"Seattle, WA","['powerbi', 'pytorch', 'tensorflow', 'r', 'numpy', 'scikit-learn', 'tableau']",https://www.linkedin.com/jobs/view/simulated-17,2025-05-19
Data Scientist,Seattle,Machine Learning Engineer,NVIDIA,"Bellevue, WA","['machine learning', 'pytorch', 'pandas', 'excel', 'data visualization', 'python', 'scikit-learn']",https://www.linkedin.com/jobs/view/simulated-18,2025-05-19
Data Scientist,Seattle,Data Scientist II,Intel,"Bellevue, WA","['deep learning', 'tensorflow', 'python', 'nlp', 'pandas', 'excel', 'tableau']",https://www.linkedin.com/jobs/view/simulated-19,2025-05-19
Data Scientist,Seattle,Lead Data Scientist,Uber,"Bellevue, WA","['sql', 'machine learning', 'pytorch', 'python', 'data visualization', 'excel', 'r']",https://www.linkedin.com/jobs/view/simulated-20,2025-05-19
Data Scientist,Seattle,AI Researcher,Dropbox,"Redmond, WA","['tableau', 'statistics', 'deep learning', 'machine learning']",https://www.linkedin.com/jobs/view/simulated-21,2025-05-19
Data Scientist,Seattle,Data Scientist,Spotify,"Bellevue, WA","['python', 'sql', 'powerbi', 'scikit-learn', 'excel', 'machine learning']",https://www.linkedin.com/jobs/view/simulated-22,2025-05-19
Data Scientist,Seattle,Senior Data Scientist,Google,"Seattle, WA","['tensorflow', 'numpy', 'machine learning', 'pandas', 'data visualization', 'scikit-learn', 'excel']",https://www.linkedin.com/jobs/view/simulated-23,2025-05-19
Data Scientist,Seattle,AI Researcher,Amazon,"Bellevue, WA","['python', 'tensorflow', 'pandas']",https://www.linkedin.com/jobs/view/simulated-24,2025-05-19
Data Scientist,Seattle,Data Scientist II,Meta,"Seattle, WA","['pandas', 'deep learning', 'data visualization', 'scikit-learn', 'powerbi', 'sql', 'r']",https://www.linkedin.com/jobs/view/simulated-25,2025-05-19
Data Scientist,Seattle,Lead Data Scientist,LinkedIn,"Seattle, WA","['deep learning', 'pytorch', 'sql', 'machine learning']",https://www.linkedin.com/jobs/view/simulated-26,2025-05-19
Data Scientist,Seattle,AI Researcher,Spotify,"Bellevue, WA","['excel', 'sql', 'python', 'nlp', 'numpy']",https://www.linkedin.com/jobs/view/simulated-27,2025-05-19
Data Scientist,Seattle,Lead Data Scientist,Amazon,"Redmond, WA","['sql', 'data visualization', 'tensorflow', 'pandas', 'nlp', 'excel']",https://www.linkedin.com/jobs/view/simulated-28,2025-05-19
Data Scientist,Seattle,Data Scientist,AMD,"Bellevue, WA","['pytorch', 'deep learning', 'powerbi', 'data visualization']",https://www.linkedin.com/jobs/view/simulated-29,2025-05-19
Data Scientist,Seattle,Machine Learning Engineer,Airbnb,"Seattle, WA","['tableau', 'sql', 'pytorch', 'tensorflow', 'python', 'excel']",https://www.linkedin.com/jobs/view/simulated-30,2025-05-19
Data Scientist,Seattle,Lead Data Scientist,Meta,"Redmond, WA","['data visualization', 'python', 'numpy', 'scikit-learn', 'pytorch']",https://www.linkedin.com/jobs/view/simulated-31,2025-05-19
